,JusticeName,Round,forest_initial_train_score,forest_initial_test_score,forest_initial_train_log_loss,forest_initial_test_log_loss,forest_initial_train_roc_auc,forest_initial_test_roc_auc,forest_best_score,forest_best_max_depth,forest_best_n_estimators,forest_tuned_train_score,forest_tuned_test_score,forest_tuned_train_log_loss,forest_tuned_test_log_loss,forest_tuned_train_roc_auc,forest_tuned_test_roc_auc,adaboost_initial_train_score,adaboost_initial_test_score,adaboost_initial_train_log_loss,adaboost_initial_test_log_loss,adaboost_initial_train_roc_auc,adaboost_initial_test_roc_auc,adaboost_best_score,adaboost_best_learning_rate,adaboost_best_n_estimators,adaboost_tuned_train_score,adaboost_tuned_test_score,adaboost_tuned_train_log_loss,adaboost_tuned_test_log_loss,adaboost_tuned_train_roc_auc,adaboost_tuned_test_roc_auc,svm_model_best_score,svm_model_best_c,svm_model_best_kernel,svm_model_tuned_train_score,svm_model_tuned_test_score,svm_model_tuned_train_log_loss,svm_model_tuned_test_log_loss,svm_model_tuned_train_roc_auc,svm_model_tuned_test_roc_auc
22,LFPowell,23,0.799660441426146,0.6574675324675324,0.5244864527335127,0.6197926160614871,0.8998452491488704,0.6994561634805537,0.631578947368421,25,1000,0.8986983588002264,0.6493506493506493,0.4080284721693833,0.620811563464804,0.9805807866725875,0.6862173148758515,0.6910016977928692,0.6607142857142857,0.6775052350754582,0.6877228847559723,0.7323557116520663,0.657058888156449,0.6378452614027468,0.01,100,0.6372382569326542,0.6525974025974026,0.6430013987114422,0.6412187370087108,0.6420525345498095,0.6508349813227862,0.6464816718855915,25,rbf,0.6559139784946236,0.663961038961039,0.6055490800988665,0.6226959576898836,0.7538183090441779,0.6862997143484949
23,WHRehnquist,24,0.7465880893300249,0.7137546468401487,0.47388547329084,0.55680001281846,0.9217022650205023,0.712643654230513,0.6991315136476427,5,50,0.7028535980148883,0.7063197026022305,0.5737796817503695,0.5785893377122037,0.7479841093806431,0.6903730846102598,0.7400744416873449,0.7137546468401487,0.6772688465135014,0.6808765441759252,0.7589202104077986,0.7157020319786809,0.5531810796756849,0.001,100,0.6982009925558312,0.7063197026022305,0.5962273837608921,0.5786184395683964,0.5981263095127757,0.6335776149233845,0.563756126048331,5,rbf,0.6982009925558312,0.7063197026022305,0.5644659089564295,0.5922685926613371,0.800596331971676,0.7025420552964691
24,JPStevens,25,0.7388429752066116,0.6257545271629779,0.5454825897353023,0.6397329239224363,0.9165603595380404,0.6628449811752051,0.6115702479338843,5,500,0.6191735537190083,0.60261569416499,0.6440055455240213,0.6586694293130025,0.7308301212084554,0.6582627403522925,0.6743801652892562,0.6257545271629779,0.6836112247455984,0.6891334267103001,0.7047383653262804,0.6356561785666264,0.48543670775946574,0.1,600,0.6892561983471074,0.6398390342052314,0.6886402773409026,0.6906895266309158,0.7513219658020964,0.6420200517681861,0.48678727130250027,1,linear,0.7209917355371901,0.6327967806841046,0.6013217798279606,0.6527240527097564,0.7785530866641373,0.6299814273228453
25,SDOConnor,26,0.8136792452830188,0.668141592920354,0.5266662138355945,0.606924519769718,0.9088936941964286,0.6944515396622677,0.6037735849056604,25,250,0.930188679245283,0.6814159292035398,0.4094633718996658,0.6000329213914073,0.9836518787202382,0.6957192185800104,0.6825471698113208,0.668141592920354,0.6785890178541373,0.6798064049484259,0.7398111979166667,0.6833262381155102,0.6273270089285714,0.1,100,0.6584905660377358,0.6637168141592921,0.6759873903710355,0.6756028035541036,0.7154180617559522,0.6967551203821958,0.6440755208333333,1,rbf,0.6037735849056604,0.6415929203539823,0.6194019249190167,0.6198143397781535,0.7153362165178572,0.6666240953597276
26,AScalia,27,0.7792207792207793,0.6628242074927954,0.4903014850226231,0.5958342117139127,0.9489271753352135,0.6942908742444346,0.645021645021645,5,500,0.6430976430976431,0.6570605187319885,0.6125139830923793,0.6199184409702359,0.777435502502888,0.6847265221878225,0.6974506974506974,0.6757925072046109,0.6689518383778535,0.6805887892327093,0.7608371116894845,0.6955900781365179,0.649007993928168,0.01,600,0.6503126503126503,0.6685878962536023,0.6667348469722465,0.6667053202851522,0.7060452354408127,0.6904024767801858,0.6532361881858844,100,rbf,0.7575757575757576,0.6714697406340058,0.5389003426484673,0.602942635913709,0.8208489658829056,0.671467271118974
27,AMKennedy,28,0.8366650414431984,0.6262773722627737,0.5245497962995762,0.6271211382978207,0.9086255262195454,0.678984850101355,0.636274987810824,15,250,0.8439785470502194,0.6233576642335766,0.5273961320098519,0.6294946605454209,0.915156095587148,0.6728057541164338,0.681618722574354,0.5956204379562043,0.6787624478919259,0.6895558424055133,0.7490672004731113,0.6098856644973151,0.6247912488031843,0.001,600,0.6196977084349098,0.6043795620437956,0.6538097793197443,0.6532835585747689,0.6241206978390955,0.6099434546036487,0.6668007747956677,25,rbf,0.6762554851292053,0.6248175182481752,0.5956005723410474,0.6421363298113822,0.7567975698578332,0.6467779793022512
28,DHSouter,29,0.8255352894528152,0.6363636363636364,0.5107205871042602,0.6296965406763761,0.9344926825491056,0.7082418547466409,0.619349722442506,25,1000,0.929421094369548,0.6410256410256411,0.38341898022762133,0.6229877603193741,0.9972498257749788,0.7040923860542724,0.7160983346550357,0.6107226107226107,0.6618851388608418,0.6898786117527509,0.7744715174354078,0.6328598401686133,0.6072838401303046,0.01,600,0.6859635210150674,0.5920745920745921,0.6695865579454394,0.6768550213352236,0.7251542214077382,0.6699086677790463,0.6129129571141847,25,rbf,0.7145122918318795,0.6526806526806527,0.5910872044444735,0.6347376131160776,0.7638786361407222,0.7020066742776851
29,CThomas,30,0.7473118279569892,0.6835664335664335,0.47319594849103463,0.5867484373526817,0.9515230874806943,0.7040167099531407,0.6798088410991637,5,250,0.6792114695340502,0.666083916083916,0.5884668173244798,0.613323662099251,0.8006572557728939,0.7023539596817414,0.7287933094384708,0.666083916083916,0.6675130023504007,0.6810402111371352,0.7730682363500275,0.6798930892800704,0.6325901817065279,0.1,100,0.7007168458781362,0.6748251748251748,0.6648702404866897,0.670445661370871,0.7313751598918387,0.6941570130958762,0.621589883870045,100,rbf,0.7514934289127837,0.6958041958041958,0.5314857132844862,0.5940009050665251,0.8324964090872612,0.6884816753926701
30,RBGinsburg,31,0.7625661375661376,0.6346153846153846,0.5147597089628502,0.6315036155015697,0.9316034422679416,0.6630009662724888,0.6541005291005291,10,250,0.6917989417989417,0.6384615384615384,0.5785197140553195,0.639604859270676,0.867687597947191,0.6600714734888572,0.6937830687830688,0.6326923076923077,0.6650429595695756,0.685079219094507,0.7502412762005886,0.6416356079080967,0.6481512313158428,0.01,300,0.6507936507936508,0.625,0.6613758743935522,0.6680110546315177,0.672989106539178,0.6306078314084572,0.6216229272187958,50,rbf,0.7215608465608465,0.6307692307692307,0.5770504828870436,0.6417232291627267,0.7843455987389785,0.6378778815626006
31,SGBreyer,32,0.8258110014104373,0.6244979919678715,0.5154227327304813,0.6371898225993637,0.9101822477424539,0.6965935710567412,0.6495063469675599,25,1000,0.923836389280677,0.6345381526104418,0.3991985050447576,0.628946383290077,0.9876766102204064,0.7025800364393545,0.6988716502115656,0.6104417670682731,0.6674666866171993,0.6907765229214788,0.7807364197117405,0.640690070275898,0.6405537925073547,0.1,100,0.6798307475317349,0.6104417670682731,0.671104990992137,0.6843021504078317,0.7446907836916788,0.643894781363873,0.6678642660716596,25,rbf,0.7023977433004231,0.6144578313253012,0.5907963318648379,0.6506159245020482,0.7648163822026828,0.6624154086413326
32,JGRoberts,33,0.9113573407202216,0.6718146718146718,0.4560783651239645,0.6206521266012296,0.9653712480252764,0.7135682980277575,0.6343490304709142,15,250,0.8988919667590027,0.637065637065637,0.4543082237364472,0.6238885527234729,0.9637124802527646,0.702063550036523,0.7686980609418282,0.5791505791505791,0.6564646737728023,0.6843708062928842,0.8536848341232227,0.6367177988799612,0.6842264175831834,0.01,600,0.6966759002770083,0.6447876447876448,0.6645597905470828,0.6724006269261857,0.7649091627172196,0.6890674458242025,0.6912917845756397,10,rbf,0.6551246537396122,0.6293436293436293,0.5878845535035125,0.6373800934050577,0.7845023696682464,0.6660275140004871
33,SAAlito,34,0.823953823953824,0.6184738955823293,0.4463550156342297,0.6214062628893573,0.9806114839671887,0.6611142022534428,0.6926406926406926,25,1000,0.9668109668109668,0.6104417670682731,0.30430291633440465,0.6171531834220991,0.9998908713919354,0.6593058839894282,0.784992784992785,0.6224899598393574,0.6516934389712437,0.6814284192309256,0.8577281242611083,0.6361455000695507,0.6970234805398551,0.01,600,0.7128427128427128,0.6546184738955824,0.6538306411412309,0.6686818016377093,0.7796602462668921,0.6592015579357351,0.673768693240628,100,rbf,0.823953823953824,0.5983935742971888,0.4546029785151378,0.65140365255665,0.8983512486131572,0.6363889275281681
34,SSotomayor,35,0.8699186991869918,0.6420454545454546,0.43098112988529513,0.6435386603883803,0.972520908004779,0.6152892561983471,0.6626016260162602,25,1000,0.9695121951219512,0.6477272727272727,0.29038638551180307,0.6450084296152779,1.0,0.6347107438016529,0.7886178861788617,0.6477272727272727,0.6585426632183063,0.6841196453573616,0.8552076744676365,0.5979338842975207,0.6553526953859561,0.01,100,0.6605691056910569,0.6079545454545454,0.6219311002429796,0.6652933536177961,0.6873111251669126,0.5851239669421487,0.6512045813278508,5,rbf,0.6219512195121951,0.625,0.5706959616867473,0.6575235415788453,0.7727352589781432,0.584435261707989
35,EKagan,36,0.8995098039215687,0.6503496503496503,0.42182016321053856,0.636012668838343,0.990697094400798,0.6291322314049588,0.6887254901960784,25,500,0.9926470588235294,0.6993006993006993,0.282623546275009,0.6322434899915585,1.0,0.6460743801652893,0.7965686274509803,0.6153846153846154,0.6469204484143665,0.6814136528725561,0.8859583489213119,0.6102272727272726,0.6488093628094981,0.001,300,0.6397058823529411,0.6153846153846154,0.6373456032312115,0.6496162062965471,0.6401421623643845,0.5954545454545453,0.6717088654734186,1,rbf,0.5955882352941176,0.6153846153846154,0.5838444721370255,0.6499616553468985,0.7631874298540966,0.6132231404958678
36,NMGorsuch,37,1.0,0.7916666666666666,0.19932168065545874,0.5917426964920478,1.0,0.6875,0.6724137931034483,5,250,0.8620689655172413,0.7083333333333334,0.4476564968095931,0.608066443251527,0.9948519948519948,0.6875,1.0,0.625,0.35947001110341076,0.6182597223826587,1.0,0.69921875,0.7616858237547892,0.001,100,0.7413793103448276,0.5,0.5127569691867113,0.7516045893716959,0.7664092664092663,0.53125,0.6689655172413793,1,rbf,0.6379310344827587,0.6666666666666666,0.44289670518977386,0.6428583979480149,0.9716859716859717,0.6015625
